customer_id,age,subscription_plan,subscription_months,monthly_fee,watch_hours_monthly,movies_watched_monthly,days_since_last_login,devices_used,avg_session_minutes,downloads_monthly,payment_method,payment_failures,customer_complaints,support_tickets,price_increase_exposed,content_satisfaction,recommendation_satisfaction,account_age_months,is_churned
NET15107,31,Premium,12,669,37.9,21,4,3,25,6,UPI,0,0,0,No,6.8,6.4,13,0
NET15108,21,Premium,18,629,11.5,7,2,3,36,2,Debit Card,0,0,0,Yes,8.6,7.0,21,0
NET15109,31,Basic,66,199,10.7,4,10,2,71,2,UPI,0,1,2,No,6.6,6.1,70,0
NET15110,26,Standard,4,419,40.7,21,10,2,55,6,UPI,0,0,0,No,5.3,8.7,5,0
NET15111,53,Premium,5,649,5.5,3,1,2,55,2,Credit Card,0,0,1,No,7.7,4.8,7,1
NET15112,30,Basic,5,179,8.6,4,2,3,47,3,UPI,0,1,1,No,6.9,8.7,6,1
NET15113,18,Standard,18,449,19.6,11,5,6,52,5,Debit Card,1,0,0,No,8.0,7.2,21,0
NET15114,29,Standard,37,419,18.9,9,39,2,34,8,UPI,0,1,1,No,6.8,5.6,40,1
NET15115,35,Basic,51,199,22.2,14,9,2,75,5,UPI,0,1,1,Yes,5.8,7.5,51,0
NET15116,46,Basic,40,249,45.1,20,0,3,21,2,Credit Card,0,1,1,Yes,8.1,7.3,43,0
NET15117,25,Standard,29,399,14.2,9,7,1,53,2,Debit Card,1,0,0,No,6.1,9.0,31,0
NET15118,16,Basic,65,249,46.0,20,4,4,57,3,Credit Card,0,0,0,No,9.2,6.2,67,0
NET15119,38,Premium,6,649,44.6,23,0,1,49,3,UPI,2,0,0,Yes,9.7,8.3,9,1
NET15120,18,Basic,41,199,14.1,6,3,3,47,8,Credit Card,0,0,2,No,7.5,7.9,45,0
NET15121,27,Standard,20,399,23.4,11,2,1,21,3,Wallet,0,0,0,No,7.1,9.3,23,0
NET15122,28,Premium,2,629,26.1,13,0,4,42,6,Credit Card,0,1,1,No,6.3,5.7,6,0
NET15123,30,Standard,1,399,11.9,8,4,1,43,3,Credit Card,0,1,1,No,7.9,4.0,4,1
NET15124,37,Standard,3,449,7.4,5,17,4,24,5,UPI,0,1,1,No,4.8,5.8,4,0
NET15125,24,Premium,21,629,68.6,49,3,2,33,5,UPI,0,0,1,No,10.0,7.1,24,0
NET15126,28,Premium+,13,879,8.1,4,4,3,57,2,Debit Card,0,1,1,No,9.6,7.0,14,0
NET15127,30,Basic,3,219,18.9,11,1,4,24,6,Net Banking,1,0,0,Yes,6.5,10.0,7,0
NET15128,32,Standard,18,449,45.3,30,0,2,34,3,UPI,0,1,1,No,6.7,7.6,21,0
NET15129,31,Premium,2,699,10.6,7,6,3,39,5,Net Banking,0,0,0,Yes,8.3,7.4,6,0
NET15130,34,Standard,24,399,11.5,5,2,4,42,4,Credit Card,0,1,2,Yes,6.9,8.6,26,1
NET15131,38,Premium,22,649,10.2,6,4,2,29,3,Credit Card,0,0,0,Yes,8.0,7.7,27,0
NET15132,34,Premium+,50,899,38.5,17,9,4,67,4,Debit Card,1,0,0,Yes,5.3,8.0,50,1
NET15133,35,Premium+,2,949,22.4,16,5,2,55,5,UPI,1,0,0,No,8.7,6.6,6,0
NET15134,16,Standard,33,399,22.0,13,0,2,35,5,Debit Card,0,1,1,No,7.7,8.7,34,0
NET15135,31,Basic,5,249,34.9,20,25,5,45,4,Net Banking,0,0,0,No,7.3,4.9,5,0
NET15136,35,Premium+,7,879,37.5,25,0,4,51,3,UPI,0,0,0,No,7.6,8.5,12,0
NET15137,37,Standard,8,399,30.7,17,23,3,39,1,Credit Card,0,2,2,No,4.1,7.5,11,1
NET15138,24,Basic,13,199,10.0,7,4,3,29,4,UPI,0,0,0,Yes,6.9,6.6,14,0
NET15139,25,Premium,73,699,40.4,31,10,3,40,1,Debit Card,0,0,1,No,8.1,7.9,73,0
NET15140,25,Standard,12,449,37.8,19,0,4,39,3,UPI,0,0,0,Yes,5.5,5.8,12,0
NET15141,35,Standard,36,399,38.0,18,11,6,49,2,Credit Card,0,0,1,Yes,6.9,10.0,40,0
NET15142,40,Premium,4,649,7.7,4,0,2,61,7,UPI,0,1,1,Yes,5.2,9.4,7,0
NET15143,27,Basic,7,219,15.4,10,13,3,34,5,Credit Card,1,0,2,Yes,6.7,5.5,10,0
NET15144,39,Basic,9,249,9.1,5,3,4,19,3,UPI,0,0,0,No,5.3,5.3,12,0
NET15145,32,Standard,5,419,91.9,49,3,3,40,3,UPI,0,0,0,No,6.3,5.9,9,0
NET15146,29,Premium,52,629,18.9,14,1,4,42,3,UPI,0,1,2,Yes,7.3,6.0,56,0
NET15147,29,Basic,18,179,7.3,5,7,2,44,5,UPI,0,1,1,No,7.2,9.3,21,0
NET15148,37,Standard,9,419,27.8,12,8,2,27,6,UPI,0,1,1,No,4.5,6.1,9,0
NET15149,33,Premium,19,629,66.5,34,1,1,34,5,UPI,0,1,1,No,9.6,7.0,24,0
NET15150,51,Premium,8,669,67.5,35,3,2,16,5,UPI,0,0,1,Yes,8.2,5.9,11,0
NET15151,23,Basic,1,199,14.9,10,6,3,69,10,UPI,0,1,1,No,4.4,8.0,5,0
NET15152,35,Premium,10,649,30.8,20,2,2,28,3,UPI,0,0,0,Yes,7.4,6.7,13,0
NET15153,26,Basic,13,179,5.5,3,15,6,67,7,UPI,0,0,1,No,3.9,6.7,17,0
NET15154,23,Premium,55,669,77.4,52,0,6,73,7,Net Banking,0,2,2,Yes,6.5,4.6,58,0
NET15155,30,Standard,1,419,17.0,8,7,2,61,1,Wallet,0,1,2,Yes,10.0,5.1,6,0
NET15156,32,Basic,10,219,31.5,17,7,3,52,0,UPI,0,3,3,No,9.4,4.2,10,0
NET15157,57,Premium,1,629,30.9,20,0,2,49,6,Credit Card,0,0,0,Yes,6.7,7.4,1,0
NET15158,29,Basic,2,219,6.1,3,3,4,30,2,Net Banking,0,0,0,Yes,7.6,4.2,6,1
NET15159,20,Basic,13,249,5.9,3,5,2,32,5,Debit Card,0,1,1,No,6.0,6.4,17,0
NET15160,33,Standard,3,419,27.2,18,1,5,41,1,UPI,0,0,1,No,8.4,6.5,4,0
NET15161,15,Premium,19,699,27.9,13,0,3,84,5,Debit Card,0,0,0,No,8.4,9.4,21,0
NET15162,30,Basic,10,199,7.3,4,4,2,59,3,Wallet,0,0,0,No,10.0,5.8,11,0
NET15163,31,Basic,3,249,28.0,14,0,2,71,4,Credit Card,0,0,0,No,9.1,7.8,7,0
NET15164,38,Basic,9,199,22.8,13,9,2,49,4,Debit Card,0,0,0,Yes,4.2,9.7,14,1
NET15165,39,Standard,1,379,12.4,6,11,4,78,1,Credit Card,2,1,2,No,6.4,7.0,5,1
NET15166,26,Standard,27,399,37.7,22,0,2,47,2,Debit Card,0,0,0,No,9.1,9.0,30,0
NET15167,29,Basic,1,199,8.5,5,7,5,51,4,UPI,1,0,0,No,10.0,5.9,2,1
NET15168,24,Basic,1,219,16.4,7,7,2,56,5,Credit Card,1,3,3,No,7.2,7.5,3,0
NET15169,20,Standard,13,399,13.6,6,0,3,51,4,UPI,1,0,1,No,7.3,8.8,14,0
NET15170,33,Premium,50,649,42.1,20,5,2,20,3,Credit Card,0,1,1,Yes,6.5,5.8,50,0
NET15171,19,Premium,27,699,26.5,16,5,4,54,4,UPI,0,0,1,No,8.4,8.3,27,0
NET15172,27,Premium,4,629,17.5,10,4,4,74,5,Wallet,2,0,0,Yes,6.5,10.0,5,0
NET15173,22,Basic,3,249,24.6,16,7,4,35,6,Credit Card,1,0,0,Yes,4.6,7.6,8,0
NET15174,35,Premium+,13,879,39.6,23,1,6,44,3,Net Banking,1,1,1,No,4.2,8.1,14,0
NET15175,47,Standard,24,449,48.7,22,1,1,59,4,Credit Card,0,1,1,Yes,6.4,7.1,29,0
NET15176,19,Premium+,6,899,55.7,30,15,1,32,3,Net Banking,0,2,2,No,7.6,7.5,10,0
NET15177,15,Standard,7,399,34.7,17,6,3,25,6,UPI,0,0,0,Yes,8.5,8.7,12,0
NET15178,29,Standard,1,399,22.6,11,3,3,74,5,Net Banking,0,0,0,No,5.3,6.6,4,0
NET15179,31,Standard,2,419,10.2,6,6,5,35,5,Credit Card,0,0,1,No,8.0,7.1,2,0
NET15180,32,Standard,11,449,6.4,4,8,4,57,4,Credit Card,0,0,0,No,6.5,6.4,13,0
NET15181,26,Premium,1,649,47.8,33,2,5,20,2,Net Banking,1,0,0,No,7.3,9.8,4,1
NET15182,29,Premium,3,699,19.4,9,4,4,43,3,UPI,1,0,0,Yes,8.2,6.2,8,0
NET15183,34,Premium+,3,919,48.0,28,0,1,58,3,UPI,0,0,0,No,9.0,8.9,4,0
NET15184,40,Premium,8,669,40.0,18,5,5,34,6,UPI,0,0,0,Yes,5.5,10.0,8,0
NET15185,15,Standard,1,419,25.7,15,6,6,60,5,UPI,0,1,1,No,3.6,7.7,2,0
NET15186,27,Basic,9,199,2.0,1,8,4,87,3,UPI,0,0,0,Yes,7.5,7.8,9,0
NET15187,32,Premium+,36,899,31.9,14,19,2,74,2,UPI,0,0,1,Yes,8.5,9.2,38,0
NET15188,22,Standard,1,399,25.9,15,1,3,52,3,Net Banking,0,1,1,No,7.9,4.6,4,0
NET15189,46,Premium,13,669,6.9,3,0,4,18,4,Net Banking,0,1,1,Yes,5.5,8.2,15,0
NET15190,25,Standard,25,399,17.4,12,17,2,76,7,Wallet,0,0,0,No,6.6,9.2,27,0
NET15191,30,Standard,5,379,17.2,10,6,3,75,2,Net Banking,0,0,1,Yes,5.9,8.6,8,0
NET15192,36,Premium+,1,879,36.7,20,4,6,75,4,Debit Card,1,2,2,No,7.8,7.9,6,0
NET15193,25,Basic,1,199,6.2,3,3,4,22,5,Credit Card,1,0,0,Yes,7.8,8.8,4,0
NET15194,15,Standard,14,399,19.1,9,3,3,25,3,Credit Card,0,0,0,No,7.2,6.5,19,0
NET15195,27,Basic,11,249,18.3,8,2,5,15,2,Credit Card,1,0,2,No,7.2,6.1,13,0
NET15196,40,Premium,3,669,40.9,20,5,4,62,2,Net Banking,1,0,0,Yes,9.3,7.3,4,0
NET15197,27,Basic,24,199,3.0,1,0,3,60,5,Debit Card,0,1,1,Yes,8.6,4.9,27,0
NET15198,23,Basic,18,199,25.7,11,4,1,57,4,UPI,0,0,1,No,7.3,8.5,20,0
NET15199,39,Standard,4,449,16.6,7,0,4,61,2,Net Banking,1,0,0,Yes,6.8,8.3,6,0
NET15200,28,Standard,19,399,31.0,16,7,3,41,3,Credit Card,0,2,2,Yes,5.5,6.2,21,0
NET15201,26,Standard,3,449,11.1,6,19,2,28,3,Credit Card,0,0,1,Yes,6.1,7.2,4,0
NET15202,32,Basic,15,179,22.8,12,1,3,37,2,Credit Card,0,0,0,No,5.5,10.0,19,0
NET15203,37,Premium+,1,949,110.2,56,0,4,58,2,Credit Card,0,1,1,Yes,6.2,5.4,5,0
NET15204,52,Premium+,16,879,38.6,22,4,2,29,5,Wallet,0,1,1,No,4.3,7.4,19,0
NET15205,38,Standard,3,419,20.1,9,4,6,61,2,UPI,0,0,0,No,4.6,7.6,7,0
NET15206,41,Premium,11,649,42.2,21,10,6,62,3,UPI,0,0,0,No,6.1,7.4,11,0
NET15207,26,Standard,2,379,37.9,25,0,2,43,7,UPI,2,1,1,No,6.6,4.2,7,0
NET15208,21,Basic,18,199,12.4,6,4,5,27,5,UPI,0,1,1,No,4.8,6.4,21,0
NET15209,31,Standard,1,449,11.0,6,15,3,50,7,Wallet,0,0,0,No,4.9,5.9,4,0
NET15210,31,Standard,2,399,6.8,4,6,4,48,2,Debit Card,0,1,1,No,10.0,10.0,4,0
NET15211,21,Standard,2,379,21.3,12,1,4,83,6,Credit Card,0,0,0,Yes,10.0,4.1,7,0
NET15212,29,Standard,1,399,6.2,2,0,3,40,1,UPI,0,0,1,No,6.9,10.0,1,0
NET15213,34,Premium,19,699,21.7,16,3,5,61,4,UPI,0,0,0,Yes,7.1,7.3,23,0
NET15214,34,Standard,55,399,53.2,25,3,4,50,3,Credit Card,1,0,0,Yes,5.0,6.5,58,0
NET15215,35,Premium,21,649,27.3,14,0,4,54,6,UPI,0,1,1,No,6.5,7.8,26,0
NET15216,33,Basic,27,219,13.5,6,3,1,37,10,Credit Card,0,0,0,No,4.5,6.4,27,0
NET15217,26,Standard,1,449,33.7,16,6,3,18,5,UPI,0,0,0,No,9.0,8.4,2,0
NET15218,26,Standard,1,449,31.5,14,3,3,53,5,Debit Card,1,1,2,No,6.7,9.6,2,0
NET15219,20,Standard,11,419,11.0,7,1,1,58,4,Credit Card,0,0,0,No,5.9,8.4,13,1
NET15220,47,Premium,53,629,12.9,6,19,2,5,2,Credit Card,1,1,1,No,7.7,10.0,53,0
NET15221,31,Premium,15,669,17.0,11,0,5,32,5,Debit Card,0,0,0,No,4.9,7.0,18,0
NET15222,28,Standard,6,379,23.1,16,5,1,19,1,UPI,1,0,0,No,8.6,5.5,7,0
NET15223,22,Premium,2,649,23.2,12,7,1,61,2,Wallet,0,0,1,No,8.9,8.4,7,1
NET15224,57,Premium+,2,879,83.4,39,0,2,63,1,Debit Card,0,0,0,No,4.6,9.6,3,0
NET15225,21,Premium,6,649,8.3,6,2,3,41,2,Credit Card,0,0,2,No,9.8,6.4,11,1
NET15226,27,Basic,17,199,25.6,14,3,3,34,6,UPI,0,0,0,No,4.0,7.2,21,0
NET15227,34,Premium,1,669,39.1,20,6,2,43,4,UPI,0,0,0,No,9.3,3.7,5,0
NET15228,36,Basic,26,199,3.7,1,4,3,46,3,UPI,0,0,0,No,10.0,7.7,26,0
NET15229,39,Premium,39,629,66.5,37,0,2,40,4,UPI,1,0,1,No,5.7,3.4,43,0
NET15230,47,Standard,30,399,31.1,17,13,2,68,3,Credit Card,0,0,0,No,6.4,4.9,30,0
NET15231,35,Standard,34,449,31.6,18,2,6,39,1,UPI,1,0,0,No,9.4,5.9,37,0
NET15232,21,Basic,1,249,23.6,12,2,3,26,3,Credit Card,2,0,0,Yes,6.5,7.3,4,0
NET15233,28,Standard,53,379,36.7,22,9,1,30,4,UPI,0,0,0,No,6.9,5.1,56,0
NET15234,33,Premium+,6,899,57.2,36,4,2,45,7,UPI,0,1,2,No,3.1,7.4,10,0
NET15235,49,Basic,28,199,18.5,12,1,6,36,2,Net Banking,1,0,1,Yes,5.8,7.9,32,0
NET15236,18,Standard,2,379,4.7,2,14,3,54,5,UPI,0,1,1,Yes,4.8,8.1,4,1
NET15237,41,Premium+,8,899,33.3,15,9,1,19,5,Wallet,0,0,0,No,6.8,9.8,9,0
NET15238,32,Standard,1,419,32.8,21,5,4,66,6,Debit Card,0,0,0,Yes,7.5,6.9,6,0
NET15239,38,Standard,1,399,18.1,11,4,2,28,3,Debit Card,0,0,0,No,7.0,3.6,4,0
NET15240,30,Standard,40,449,15.9,8,6,2,54,2,Net Banking,0,0,0,Yes,9.0,8.3,44,0
NET15241,23,Standard,23,379,28.4,21,2,2,48,4,Net Banking,0,0,0,Yes,9.3,8.1,24,0
NET15242,37,Basic,10,249,21.3,10,7,5,14,4,UPI,0,0,0,Yes,10.0,7.6,13,0
NET15243,36,Basic,10,199,13.0,7,0,3,42,6,Net Banking,0,0,0,No,6.0,5.8,13,0
NET15244,39,Premium,19,649,36.2,17,3,5,55,3,Credit Card,0,1,1,No,3.5,7.2,24,0
NET15245,30,Premium+,5,919,27.5,14,5,3,43,10,Credit Card,0,0,0,No,6.1,8.0,6,0
NET15246,25,Basic,20,199,9.4,4,5,3,74,4,UPI,0,0,0,Yes,9.5,9.6,21,0
NET15247,16,Basic,9,199,4.7,3,0,2,70,1,Net Banking,0,0,0,No,5.2,8.0,13,1
NET15248,38,Standard,14,449,13.4,8,7,5,45,5,Net Banking,0,0,0,No,6.2,6.9,15,0
NET15249,34,Premium,46,699,11.2,7,0,5,57,5,Credit Card,0,0,1,Yes,9.0,4.5,47,0
NET15250,22,Standard,8,379,11.9,6,8,3,29,3,UPI,1,0,0,Yes,7.4,7.1,12,0
NET15251,26,Premium,7,629,17.1,12,14,3,70,6,Credit Card,0,0,0,No,7.6,8.0,10,0
NET15252,26,Basic,33,199,33.6,18,22,4,30,3,UPI,0,0,0,No,5.3,6.4,38,0
NET15253,17,Premium+,32,899,35.0,16,5,5,53,4,Credit Card,0,0,0,Yes,6.8,7.0,33,0
NET15254,23,Standard,68,379,8.3,6,7,4,55,5,UPI,0,0,1,Yes,5.3,7.7,73,1
NET15255,20,Premium,11,649,49.7,31,1,3,41,5,Credit Card,0,0,0,No,7.8,5.9,13,0
NET15256,27,Standard,5,449,29.3,19,2,1,39,6,Debit Card,1,0,0,Yes,6.0,8.8,5,0
NET15257,24,Premium,3,669,8.5,3,0,5,49,8,Credit Card,0,0,2,No,8.2,6.0,8,0
NET15258,16,Basic,1,249,21.1,9,9,2,44,3,Debit Card,0,1,2,No,7.8,5.8,2,0
NET15259,49,Basic,18,249,10.8,7,7,2,38,3,UPI,0,0,0,No,3.9,7.1,23,0
NET15260,42,Standard,3,419,16.4,11,1,1,34,3,UPI,1,0,0,Yes,7.8,7.8,4,0
NET15261,23,Premium,13,699,16.7,12,4,1,39,3,Credit Card,1,0,0,No,7.5,7.3,13,0
NET15262,33,Premium,34,629,33.9,18,7,2,46,5,Wallet,0,0,0,No,8.5,6.6,36,0
NET15263,34,Standard,42,449,21.4,11,6,2,61,2,Credit Card,0,1,1,No,8.4,3.1,47,0
NET15264,41,Standard,1,419,26.0,13,2,2,69,3,Credit Card,0,0,1,Yes,5.3,10.0,4,0
NET15265,23,Basic,5,199,21.2,13,2,2,30,6,Credit Card,0,1,1,No,6.5,9.6,7,0
NET15266,40,Premium,25,649,16.2,10,1,3,54,5,Debit Card,0,0,1,Yes,6.6,8.2,25,0
NET15267,26,Premium,10,649,32.4,23,0,4,51,4,Credit Card,2,0,1,No,5.3,6.5,15,0
NET15268,18,Premium,23,669,30.8,16,3,2,32,4,Debit Card,0,0,1,Yes,7.3,2.4,24,0
NET15269,37,Standard,26,419,22.1,14,3,6,66,3,UPI,0,0,0,No,3.8,5.8,29,0
NET15270,42,Premium+,8,879,36.2,26,18,3,39,4,Net Banking,0,0,0,Yes,7.4,8.8,10,0
NET15271,54,Premium,6,669,48.3,29,4,4,55,2,Wallet,0,1,1,No,4.4,10.0,8,0
NET15272,20,Premium,8,649,45.5,31,1,3,47,4,UPI,0,0,0,Yes,4.8,8.9,11,0
NET15273,37,Standard,14,419,31.6,17,1,3,61,2,Credit Card,1,0,0,Yes,2.1,8.2,16,0
NET15274,27,Premium,6,649,9.2,6,2,3,49,2,UPI,0,2,2,No,6.6,4.2,6,1
NET15275,38,Standard,20,449,36.8,16,15,2,38,0,Wallet,0,1,1,No,4.5,8.4,23,0
NET15276,17,Standard,32,379,22.7,14,9,4,79,6,Debit Card,0,1,1,No,7.5,5.4,32,0
NET15277,19,Standard,4,399,7.5,4,4,1,73,5,UPI,1,0,0,Yes,5.1,6.3,7,1
NET15278,24,Standard,46,399,14.8,8,18,3,9,5,UPI,0,0,0,Yes,4.8,5.1,46,0
NET15279,31,Standard,13,399,35.4,17,1,5,53,3,Credit Card,0,0,0,No,9.8,9.0,14,0
NET15280,25,Standard,29,379,7.6,3,3,3,38,12,Credit Card,0,0,0,No,9.0,6.9,30,0
NET15281,36,Standard,1,449,8.6,5,0,4,33,1,UPI,1,0,0,No,4.6,7.9,3,0
NET15282,40,Premium,4,629,23.2,13,12,1,21,5,Net Banking,1,0,0,Yes,5.3,6.0,7,0
NET15283,36,Standard,5,379,34.6,24,1,1,65,4,UPI,0,2,2,No,5.3,6.9,10,0
NET15284,45,Basic,5,199,5.6,3,18,5,49,6,UPI,0,1,1,Yes,8.5,8.1,8,0
NET15285,34,Standard,2,419,12.9,6,4,3,8,5,Debit Card,2,0,0,Yes,6.9,8.3,2,0
NET15286,20,Premium,28,699,39.8,23,30,3,65,7,UPI,1,0,0,Yes,6.2,6.4,33,0
NET15287,43,Premium,7,629,94.7,46,1,2,38,7,Wallet,0,0,0,No,7.2,5.7,9,0
NET15288,25,Standard,46,399,44.3,24,3,1,49,1,Wallet,1,1,1,No,5.3,7.0,48,0
NET15289,39,Premium+,12,899,107.3,69,0,3,50,2,UPI,0,0,0,No,8.4,10.0,17,1
NET15290,45,Basic,2,219,11.7,6,10,2,45,4,Wallet,0,0,1,Yes,6.2,5.0,5,0
NET15291,35,Premium+,11,919,26.7,15,2,3,60,6,Net Banking,1,0,0,No,5.1,8.8,12,0
NET15292,17,Basic,70,199,12.5,5,11,2,22,2,Credit Card,1,0,0,Yes,5.4,6.5,73,0
NET15293,22,Basic,11,179,3.5,2,13,3,30,1,UPI,1,0,0,No,5.5,5.8,16,0
NET15294,42,Standard,1,399,21.7,14,2,3,34,2,Net Banking,0,0,1,No,6.0,9.0,4,1
NET15295,29,Standard,37,419,34.0,20,15,3,59,6,Credit Card,0,3,4,Yes,5.9,9.1,41,0
NET15296,31,Standard,3,419,33.6,16,1,2,26,3,Debit Card,0,1,2,No,8.1,9.2,3,0
NET15297,37,Premium,16,649,28.5,13,10,4,68,1,Wallet,0,0,1,No,8.2,3.8,16,0
NET15298,37,Premium,10,649,33.4,15,1,1,66,1,UPI,0,1,1,No,7.2,9.4,14,0
NET15299,33,Standard,5,419,20.7,10,7,3,46,5,Debit Card,0,0,1,Yes,6.8,7.3,7,0
NET15300,29,Standard,4,399,30.6,19,22,1,35,5,Credit Card,0,0,0,Yes,6.9,7.7,9,0
NET15301,28,Basic,36,199,34.5,18,0,2,29,4,Net Banking,0,0,0,No,5.2,6.8,36,0
NET15302,38,Basic,34,199,27.0,13,1,6,41,2,Credit Card,0,1,1,Yes,6.7,7.8,36,0
NET15303,35,Premium,10,669,85.7,41,0,2,33,3,Credit Card,0,0,1,Yes,9.2,9.3,11,0
NET15304,28,Basic,4,179,24.0,14,2,6,54,4,UPI,0,0,1,No,10.0,7.3,6,1
NET15305,40,Premium,1,629,17.0,9,1,2,77,7,Credit Card,0,0,0,Yes,4.8,5.8,1,0
NET15306,29,Standard,2,449,43.5,27,4,2,31,3,Net Banking,0,0,0,Yes,8.9,7.7,7,0
NET15307,23,Basic,10,199,18.2,9,9,3,10,3,Debit Card,1,1,1,No,7.7,9.3,15,0
NET15308,24,Standard,5,379,17.9,9,9,1,56,6,Credit Card,1,0,0,No,7.4,9.2,7,0
NET15309,22,Basic,1,249,18.5,10,3,5,22,9,Credit Card,0,1,1,Yes,5.5,7.7,2,0
NET15310,28,Standard,8,399,26.6,14,2,4,35,4,UPI,0,0,1,Yes,7.8,8.8,12,0
NET15311,42,Premium,19,649,25.7,12,1,2,31,4,Debit Card,0,0,1,No,7.4,5.6,19,0
NET15312,23,Standard,31,379,18.2,8,7,1,27,11,Net Banking,0,1,1,No,5.9,10.0,36,0
NET15313,32,Basic,12,179,24.3,17,0,6,65,4,Credit Card,0,1,1,No,8.3,7.4,13,0
NET15314,25,Premium,17,629,57.0,30,4,4,34,4,Wallet,0,2,2,No,8.2,10.0,20,0
NET15315,28,Basic,6,249,15.8,10,4,4,52,6,Credit Card,1,0,1,No,10.0,6.3,10,0
NET15316,17,Premium,9,649,32.0,22,0,6,40,4,UPI,0,0,1,Yes,7.8,7.2,13,0
NET15317,29,Standard,18,399,13.3,7,3,1,78,4,UPI,0,1,1,No,6.0,6.9,18,0
NET15318,29,Standard,18,379,22.5,12,1,3,5,1,Debit Card,1,0,1,Yes,8.4,8.9,19,0
NET15319,35,Premium,7,669,17.8,12,1,3,64,5,UPI,0,0,0,No,4.9,6.5,12,0
NET15320,33,Premium,10,649,53.2,30,0,2,59,3,Credit Card,0,0,0,Yes,6.0,5.4,15,0
NET15321,20,Basic,36,219,15.5,10,1,3,21,6,UPI,0,0,0,No,7.3,8.8,39,0
NET15322,40,Standard,13,449,32.3,17,6,4,35,4,Credit Card,0,1,1,No,8.2,9.2,18,0
NET15323,32,Premium,14,629,76.9,37,2,3,11,4,UPI,0,0,0,No,6.9,10.0,15,0
NET15324,32,Basic,21,199,14.4,10,1,5,30,2,Credit Card,3,1,1,No,8.6,6.4,26,0
NET15325,30,Standard,1,399,18.4,11,5,6,18,3,UPI,0,0,0,Yes,7.1,9.9,3,0
NET15326,26,Premium,10,629,35.7,23,2,2,45,5,UPI,0,0,0,No,5.4,8.4,15,0
NET15327,32,Premium,44,649,38.8,21,4,3,42,5,Credit Card,0,1,2,No,8.5,4.4,44,0
NET15328,35,Premium,6,699,14.4,6,1,2,101,3,UPI,0,1,1,No,5.4,4.5,8,0
NET15329,15,Premium,4,629,30.2,20,0,1,68,4,Wallet,0,1,1,No,10.0,5.3,9,0
NET15330,26,Premium,12,649,31.6,16,2,6,5,3,UPI,1,1,1,Yes,7.6,7.1,17,0
NET15331,28,Premium,3,649,42.5,30,1,2,33,1,Debit Card,1,0,1,No,6.6,8.4,8,1
NET15332,33,Premium,11,649,19.8,11,7,3,25,4,Debit Card,0,0,2,Yes,6.8,6.9,13,0
NET15333,41,Standard,2,419,27.5,14,7,2,55,3,Debit Card,0,0,1,Yes,5.6,7.7,7,0
NET15334,24,Standard,12,399,20.8,10,0,3,61,5,Net Banking,0,1,1,Yes,4.9,7.9,16,0
NET15335,26,Premium,12,699,39.5,20,3,1,47,4,UPI,0,0,0,No,8.0,6.9,17,0
NET15336,26,Premium,7,629,44.5,26,0,4,36,1,UPI,0,0,0,No,5.0,6.3,11,0
NET15337,23,Standard,6,399,50.3,25,7,2,15,4,UPI,0,0,0,No,4.5,8.9,8,0
NET15338,27,Standard,3,419,28.0,16,0,2,40,5,Credit Card,0,0,0,Yes,9.4,5.7,8,0
NET15339,37,Premium+,5,919,13.5,8,3,4,64,5,Net Banking,0,0,1,No,5.9,9.4,6,0
NET15340,21,Standard,9,379,26.6,16,0,5,35,4,Credit Card,1,0,0,No,9.1,9.0,9,1
NET15341,34,Basic,3,219,12.7,8,6,2,40,3,UPI,2,0,0,No,5.2,8.6,8,0
NET15342,15,Premium,21,629,20.2,10,1,3,30,3,Credit Card,2,0,0,Yes,5.4,7.4,21,0
NET15343,25,Premium+,17,949,47.5,32,3,1,61,2,UPI,0,0,0,Yes,8.5,9.4,18,0
NET15344,28,Premium,4,629,41.7,22,0,2,44,3,Debit Card,0,1,1,No,7.9,6.2,6,0
NET15345,46,Premium,1,649,76.6,40,8,4,14,11,Debit Card,0,0,0,Yes,7.5,5.5,1,0
NET15346,28,Basic,1,219,14.2,9,8,5,8,6,UPI,0,0,0,No,8.9,6.4,6,0
NET15347,15,Premium,12,669,13.5,7,1,3,68,2,Debit Card,0,0,0,No,6.5,7.9,16,0
NET15348,15,Standard,3,399,22.4,11,3,1,27,3,UPI,0,0,0,No,7.3,7.6,6,0
NET15349,31,Premium,1,649,26.1,20,4,3,93,4,UPI,1,0,0,Yes,9.3,7.2,5,0
NET15350,36,Standard,6,399,29.6,19,1,2,54,3,UPI,0,1,1,No,9.5,5.6,7,0
NET15351,34,Basic,45,179,40.7,24,0,3,86,7,UPI,0,1,1,No,5.4,7.0,48,0
NET15352,32,Standard,16,449,15.1,7,5,5,47,4,UPI,0,0,0,Yes,7.2,5.3,16,1
NET15353,41,Standard,27,419,16.8,9,10,2,18,3,Credit Card,1,0,0,No,10.0,8.8,32,0
NET15354,26,Premium,2,699,21.1,12,5,3,31,7,Net Banking,2,0,0,Yes,5.9,7.8,2,1
NET15355,39,Premium+,1,879,60.6,31,1,1,45,4,Net Banking,0,0,0,No,7.1,7.2,4,0
NET15356,16,Premium,1,629,25.0,14,5,5,56,3,Debit Card,0,0,0,Yes,4.6,9.1,1,0
NET15357,22,Premium,43,649,25.7,15,3,3,18,4,UPI,0,1,1,No,7.3,7.6,46,0
